,Unnamed: 0,Author,Description,ReviewRating,Country,Review_Date,AirCraft,Seat_Type,Route,Date_flown,Type_of_traveller,Seat_Comfort,Cabin_staff_service,Ground_Service,Value_For_Money,Recommended,Food_And_Bevarages,Inflight_Entertainment,Wifi_and_Connectivity
1758,1758,"['', 'Dave Houlihan']","""I have lost my patience""",1,Bahrain,3rd May 2017,Boeing 777 200,Business Class,Bahrain to Dublin via london,May 2017,Business,,,1.0,1,no,,,
1759,1759,"['', 'Andrew McLean']","""Absolutely useless""",3,United Kingdom,3rd May 2017,A319,Economy Class,London to Edinburgh,May 2017,Solo Leisure,3.0,1.0,4.0,1,no,1.0,,
1760,1760,"['', 'H Cutts']","""never seen an airline deteriorate so quickly""",1,Slovakia,2nd May 2017,A320,Economy Class,London Heathrow to Vienna,April 2017,Solo Leisure,2.0,1.0,4.0,1,no,1.0,,
1761,1761,"['', 'D Moir']","""things are not as they were""",7,United Kingdom,2nd May 2017,Boeing 777,Economy Class,Hong Kong to London Heathrow,May 2017,Couple Leisure,3.0,3.0,5.0,3,yes,2.0,3.0,
1762,1762,"['', 'M Coates']","""Service was an absolute shambles""",1,United Kingdom,1st May 2017,A320,Economy Class,London Heathrow to Budapest,April 2017,Couple Leisure,4.0,1.0,3.0,2,no,1.0,,
1763,1763,"['', 'Tony Spitale']","""pleasant and enjoyable experience""",8,Switzerland,1st May 2017,Boeing 767,Economy Class,Zürich to London,April 2017,Solo Leisure,4.0,5.0,4.0,4,yes,,,
1764,1764,"['', 'H Lamurah']","""should not call this business class""",1,Ireland,30th April 2017,,Business Class,Dublin to London,August 2016,Solo Leisure,1.0,3.0,2.0,1,no,1.0,,
1765,1765,"['', 'P Andrews']","""friendly, attentive and helpful""",8,United Kingdom,30th April 2017,Boeing 777-200,Economy Class,London Gatwick to Orlando,April 2017,Family Leisure,5.0,5.0,5.0,5,yes,4.0,4.0,
1766,1766,"['', 'Dayne Moir']","""what you expect from a budget carrier""",1,United Kingdom,30th April 2017,A321,Economy Class,Aberdeen to London,April 2017,Couple Leisure,3.0,2.0,3.0,1,no,1.0,,
1767,1767,"['', 'P Rennie']","""on the edge of abandoning them""",2,United Kingdom,29th April 2017,,Premium Economy,London to Toronto,April 2017,Business,3.0,2.0,1.0,1,no,1.0,2.0,
1768,1768,"['', '5 reviews', '', '', '', 'G Carges']","""flight without a problem""",9,Portugal,29th April 2017,A380,Economy Class,London to Boston,April 2017,Family Leisure,5.0,5.0,4.0,4,yes,5.0,5.0,
1769,1769,"['', 'Clive Drake']","""avoid any 747 flight whenever possible""",6,United Kingdom,27th April 2017,Boeing 787-8,First Class,Newark to London Heathrow,April 2017,Couple Leisure,3.0,4.0,3.0,3,no,1.0,2.0,
1770,1770,"['', 'Clive Drake']","""saved £10 for two bunch of flowers""",6,United Kingdom,27th April 2017,Boeing 777-200,First Class,London to Newark,April 2017,Couple Leisure,3.0,4.0,4.0,2,no,2.0,2.0,
1771,1771,"['', 'Clive Drake']","""for once I had the meal""",7,United Kingdom,27th April 2017,A320,Business Class,Pisa to Gatwick,April 2017,Couple Leisure,2.0,4.0,2.0,2,no,4.0,,
1772,1772,"['', '2 reviews', '', '', '', 'M Davies']","""friendly and efficient crew""",10,United Kingdom,27th April 2017,A380-800,Economy Class,Heathrow to San Francisco,February 2017,Couple Leisure,4.0,5.0,5.0,5,yes,5.0,5.0,
1773,1773,"['', 'G Rankin']","""carrier has become a laughing stock""",2,United Kingdom,26th April 2017,,Economy Class,Berlin to London,April 2017,Couple Leisure,3.0,1.0,2.0,2,no,1.0,,
1774,1774,"['', 'Clive Drake']","""don't expect much nowadays from BA""",3,United Kingdom,26th April 2017,A319,Business Class,Gatwick to Pisa,April 2017,Couple Leisure,2.0,4.0,4.0,2,no,1.0,,
1775,1775,"['', 'S Dawson']","""national carrier turned into the worst""",2,United Kingdom,26th April 2017,,Economy Class,London Heathrow to Phoenix,April 2017,Family Leisure,4.0,3.0,3.0,1,no,1.0,1.0,
1776,1776,"['', 'David Armstrong']","""we shall be flying with you again""",9,United Kingdom,26th April 2017,Boeing 777,Business Class,St Lucia to Gatwick,April 2017,Couple Leisure,5.0,5.0,5.0,4,yes,5.0,5.0,
1777,1777,"['', 'Julie Torcasio']","""pay extra to reserve the seats""",7,Australia,25th April 2017,,Business Class,London Heathrow to Bangkok,April 2017,Couple Leisure,4.0,4.0,3.0,4,yes,4.0,3.0,3.0
1778,1778,"['', 'S Dawkins']","""I prepared myself for the worst""",5,United Kingdom,24th April 2017,A380,Economy Class,Singapore to London Heathrow,April 2017,Couple Leisure,4.0,3.0,4.0,3,no,2.0,3.0,
1779,1779,"['', 'S Dewhurst']","""rapidly becoming a budget airline""",2,United Kingdom,24th April 2017,,Economy Class,London to Stockholm Arlanda,April 2017,Business,2.0,3.0,2.0,2,no,1.0,,
1780,1780,"['', 'S Lennon']","""told snacks had been withdrawn""",3,United Kingdom,24th April 2017,Boeing 777,Economy Class,Bangkok to London Heathrow,March 2017,Solo Leisure,3.0,3.0,2.0,1,no,1.0,1.0,1.0
1781,1781,"['', 'C Walton']","""little more than a budget airline""",1,United Kingdom,23rd April 2017,,Economy Class,Istanbul to London,April 2017,Solo Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
1782,1782,"['', 'G Leader']","""something has gone terribly wrong""",3,United Kingdom,23rd April 2017,Boeing 787-8,Economy Class,London to Seoul,March 2017,Business,1.0,4.0,4.0,2,no,2.0,3.0,
1783,1783,"['', 'B Williams']","""airline is in terminal decline""",1,United Kingdom,23rd April 2017,,Economy Class,Paris to London Heathrow,April 2017,Business,1.0,1.0,1.0,1,no,1.0,1.0,
1784,1784,"['', 'T Smythson']","""BA shined post-flight""",9,United States,23rd April 2017,A380,Premium Economy,Heathrow to San Francisco,April 2017,Couple Leisure,5.0,5.0,3.0,5,yes,5.0,4.0,
1785,1785,"['', 'Ivan Sterdza']","""warned that BA had gone downhill""",5,Italy,22nd April 2017,Boeing 777-300,Business Class,Buenos Aires to London,April 2017,Business,2.0,4.0,4.0,3,no,3.0,3.0,
1786,1786,"['', 'G Rawson']","""a high cost no frills airline""",5,United Kingdom,21st April 2017,A319,Business Class,Gatwick to Pisa,April 2017,Couple Leisure,2.0,5.0,5.0,3,no,1.0,,
1787,1787,"['', 'A Dawson']","""really disappointed with BA""",4,United Kingdom,21st April 2017,,Economy Class,London to Dubai,April 2017,Solo Leisure,1.0,1.0,3.0,3,no,3.0,3.0,
1788,1788,"['', 'B Parkes']","""how things have changed""",1,Germany,21st April 2017,A319,Economy Class,Stuttgart to London,April 2017,Business,2.0,1.0,1.0,1,no,1.0,,
1789,1789,"['', '1 reviews', '', '', '', 'Terry Buckland']","""BA should wake up""",1,United Kingdom,21st April 2017,A319,Business Class,Nice to Gatwick,March 2017,Family Leisure,2.0,4.0,3.0,1,no,1.0,,
1790,1790,"['', 'T Martin']","""crew very polite and helpful""",9,United Kingdom,20th April 2017,Boeing 777-200ER,Business Class,London LGW to Lima,April 2017,Solo Leisure,5.0,5.0,5.0,4,yes,4.0,3.0,
1791,1791,"['', 'Richard Turnley']","""if possible never fly BA again""",2,Dominican Republic,20th April 2017,Boeing 777,Business Class,Punta Cana to Gatwick,April 2017,Solo Leisure,1.0,1.0,4.0,2,no,1.0,1.0,
1792,1792,"['', 'L Raymer']","""full service or a low cost""",5,United States,19th April 2017,Boeing 777-200 / 747-400,Economy Class,London to Washington,April 2017,Family Leisure,3.0,4.0,3.0,3,no,1.0,3.0,1.0
1793,1793,"['', 'Antony Vaughn']","""attendants were very attentive""",7,United States,19th April 2017,Boeing 747-400,Economy Class,London to New York JFK,April 2017,Family Leisure,5.0,4.0,4.0,4,yes,1.0,4.0,
1794,1794,"['', 'S Dramesch']","""nearly 2 hours to be served""",5,United Kingdom,19th April 2017,A320,Economy Class,Malaga to Gatwick,April 2017,Solo Leisure,2.0,1.0,5.0,1,no,2.0,,
1795,1795,"['', 'R Battisloe']","""fantastic staff at Terminal 3""",10,Norway,19th April 2017,Boeing 747-400,Economy Class,Stavanger to Las Vegas via London,April 2017,Couple Leisure,4.0,4.0,5.0,4,yes,3.0,4.0,
1796,1796,"['', 'B Renny']","""employs tactics of EasyJet""",1,United Kingdom,18th April 2017,,Economy Class,London to Moscow,April 2017,Solo Leisure,1.0,3.0,2.0,1,no,1.0,5.0,1.0
1797,1797,"['', '9 reviews', '', '', '', 'Andreas Simonsen']","""service is polite""",8,Mexico,18th April 2017,,Business Class,Copenhagen to Mexico via London,March 2017,Business,4.0,4.0,4.0,5,yes,3.0,3.0,
1798,1798,"['', 'David Taylor']","""nothing more than no-frills airline""",4,United Kingdom,18th April 2017,A320,Economy Class,Gatwick to Rome,April 2017,Business,2.0,3.0,3.0,2,no,1.0,,
1799,1799,"['', 'T Masson']","""BA is now a budget airline""",1,Hong Kong,18th April 2017,,Economy Class,Prague to London,April 2017,Solo Leisure,2.0,1.0,3.0,1,no,1.0,,
1800,1800,"['', 'R Moody']","""I am ever increasingly disappointed""",1,United Kingdom,18th April 2017,A320,Business Class,LHR to IST,April 2017,Business,1.0,1.0,1.0,3,no,1.0,1.0,1.0
1801,1801,"['', 'C Hosters']","""slightly above a budget airline""",2,United States,17th April 2017,,Economy Class,ORY to JFK via LHR,April 2017,Solo Leisure,1.0,1.0,1.0,2,no,1.0,3.0,
1802,1802,"['', 'A Stewart']","""I won't be flying BA anymore""",1,United Kingdom,17th April 2017,Boeing 747-400,Economy Class,Los Angeles to London Heathrow,February 2017,Solo Leisure,1.0,3.0,3.0,1,no,1.0,2.0,
1803,1803,"['', 'Ed Postal']","""charged me for a bottle of water""",2,United States,17th April 2017,A321,Economy Class,London to Milan,April 2017,Business,4.0,1.0,1.0,1,yes,1.0,,
1804,1804,"['', 'L Mcmahon']","""don't cater for families""",1,United Kingdom,16th April 2017,,Economy Class,London to Nice,April 2017,Family Leisure,2.0,2.0,1.0,1,no,1.0,1.0,
1805,1805,"['', 'M Dell']","""I have had it with BA""",1,United States,16th April 2017,,Economy Class,Baltimore to Nice via London,April 2017,Solo Leisure,1.0,3.0,2.0,2,no,2.0,1.0,
1806,1806,"['', 'E Rubin']","""Excellent service and food""",9,Bulgaria,16th April 2017,Boeing 777,Business Class,Sofia to Boston via London,April 2017,Family Leisure,5.0,5.0,5.0,5,yes,5.0,4.0,
1807,1807,"['', '1 reviews', '', '', '', 'M Naiger']","""attendants were attentive""",10,China,15th April 2017,B777-300ER / A320 / A380,Business Class,Copenhagen to Hong Kong via London,March 2017,Couple Leisure,5.0,5.0,5.0,5,yes,4.0,5.0,
1808,1808,"['', 'Stylianos Stylianou']","""airline with low cost service""",2,United Kingdom,15th April 2017,,Economy Class,London to Larnaca,April 2017,Solo Leisure,3.0,2.0,3.0,1,no,1.0,1.0,1.0
1809,1809,"['', 'G Graham']","""BA have totally lost the plot""",1,United Kingdom,14th April 2017,Boeing 777,Business Class,London Gatwick to San Jose Costa Rica,April 2017,Couple Leisure,3.0,1.0,4.0,2,no,1.0,,
1810,1810,"['', 'Tassos Kyriakides']","""not a good first trip on British Airways""",1,United States,14th April 2017,,Economy Class,London Heathrow to New York JFK,April 2017,Family Leisure,1.0,2.0,1.0,1,no,1.0,3.0,1.0
1811,1811,"['', 'C Fisher']","""Very very poor customer service""",1,United Kingdom,13th April 2017,,Economy Class,London to New Delhi,November 2016,Couple Leisure,2.0,1.0,1.0,2,no,2.0,5.0,
1812,1812,"['', 'C Morgan']","""want to be a no-frills airline""",2,United Kingdom,12th April 2017,Boeing 747,Premium Economy,San Diego to London,March 2017,Business,1.0,2.0,1.0,1,no,1.0,1.0,
1813,1813,"['', 'D Lewis']","""don't go out your way to fly them""",4,United Kingdom,11th April 2017,Boeing 777-200,Economy Class,Philadelphia to Edinburgh via Heathrow,January 2017,Solo Leisure,2.0,4.0,5.0,4,no,2.0,2.0,
1814,1814,"['', '1 reviews', '', '', '', 'F Jenkins']","""BA need to invest in a new fleet""",1,United Kingdom,11th April 2017,Boeing 747-400,Business Class,London Heathrow to New York JFK,March 2017,Business,2.0,3.0,2.0,1,no,1.0,1.0,
1815,1815,"['', '2 reviews', '', '', '', 'D Stewart']","""nothing redeeming about BA""",1,United Kingdom,10th April 2017,,Business Class,London to Singapore,November 2016,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
1816,1816,"['', 'Janeane Lanson']","""what was I thinking flying this airline?""",4,Australia,10th April 2017,Boeing 767,Business Class,Rome to London,April 2017,Couple Leisure,1.0,4.0,1.0,3,no,4.0,1.0,1.0
1817,1817,"['', 'Adrian Beck']","""legroom is an absolute joke""",1,United Kingdom,9th April 2017,Boeing 787-8,Economy Class,London to New Orleans,April 2017,Business,1.0,3.0,2.0,1,no,1.0,2.0,1.0
1818,1818,"['', 'Kathleen Kirby']","""being turned into Vueling""",8,United Kingdom,9th April 2017,A219,Business Class,London Heathrow to Brussels,March 2017,Couple Leisure,3.0,5.0,4.0,3,yes,4.0,,
1819,1819,"['', 'C Haines']","""feel disrespected and undervalued""",3,United Kingdom,8th April 2017,A380,Business Class,Miami to London,March 2017,Business,3.0,5.0,4.0,2,no,2.0,4.0,
1820,1820,"['', 'R Thomas']","""turning BA into a low-cost carrier""",1,Germany,7th April 2017,Boeing 747,Premium Economy,Cape Town to Berlin via London,January 2017,Business,3.0,5.0,3.0,1,no,1.0,2.0,
1821,1821,"['', 'O Francis']","""service inevitably snail-paced""",1,United Kingdom,7th April 2017,A320,Economy Class,Marrakech to London Gatwick,April 2017,Couple Leisure,3.0,1.0,3.0,3,no,1.0,,
1822,1822,"['', 'L Johnson']","""can no longer live on past reputation""",1,United Kingdom,6th April 2017,,Economy Class,London Heathrow to Rome,April 2017,Solo Leisure,1.0,1.0,1.0,2,no,1.0,,
1823,1823,"['', 'J Egleton']","""BA is now a no-frills carrier""",5,United Kingdom,6th April 2017,A320,Economy Class,London Heathrow to Munich,March 2017,Business,3.0,3.0,3.0,3,no,1.0,1.0,
1824,1824,"['', 'Andy Magowan']","""the worst flight I've been on""",2,United Kingdom,5th April 2017,A320,Economy Class,Belfast to Gibraltar via Heathrow,April 2017,Couple Leisure,2.0,3.0,3.0,3,no,1.0,,
1825,1825,"['', 'S Saunders']","""now at an all time low""",3,United Kingdom,5th April 2017,,Business Class,Gatwick to Cancun,February 2017,Couple Leisure,2.0,5.0,1.0,1,no,3.0,2.0,1.0
1826,1826,"['', 'B Taylor']","""BA has gone cattle""",1,United Kingdom,4th April 2017,,Economy Class,Malaga to Gatwick,March 2017,Couple Leisure,1.0,1.0,1.0,2,no,1.0,1.0,1.0
1827,1827,"['', '28 reviews', '', '', '', 'Neil Jeram']","""have slipped significantly""",6,Australia,3rd April 2017,Boeing 747,Economy Class,London to New York,March 2017,Business,4.0,2.0,3.0,3,no,2.0,5.0,
1828,1828,"['', 'Richard Holt']","""expect you to pay to reserve seats""",7,United Kingdom,2nd April 2017,Boeing 777,Business Class,Gatwick to Grenada,March 2017,Family Leisure,5.0,5.0,5.0,1,no,4.0,4.0,
1829,1829,"['', '16 reviews', '', '', '', 'L Mendes']","""not worth the money spent""",4,Portugal,2nd April 2017,A320-200,Economy Class,Lisbon to London,March 2017,Business,4.0,3.0,2.0,1,no,1.0,1.0,
1830,1830,"['', 'L Reiker']","""does not value their customers""",4,Netherlands,1st April 2017,,Economy Class,Amsterdam to Cape Town via Gatwick,March 2017,Family Leisure,1.0,2.0,3.0,1,no,1.0,3.0,
1831,1831,"['', 'G Stainer']","""atrocious customer service""",2,Australia,29th March 2017,Boeing 747,Economy Class,Miami to London,January 2017,Business,1.0,3.0,1.0,1,no,1.0,1.0,
1832,1832,"['', 'Ashley Mayes']","""very lazy and oblivious staff """,3,United Kingdom,29th March 2017,A380,Economy Class,London to Los Angeles,March 2017,Business,3.0,1.0,3.0,1,no,1.0,3.0,
1833,1833,"['', 'Peter Sharp']","""staff were absolutely appalling""",3,United Kingdom,27th March 2017,Boeing 777,Business Class,Mauritius to Gatwick,March 2017,Couple Leisure,4.0,1.0,5.0,2,no,3.0,4.0,
1834,1834,"['', 'P Cleare']","""has really gone downhill""",4,United Kingdom,27th March 2017,A380,Premium Economy,London Heathrow to Hong Kong,March 2017,Couple Leisure,4.0,4.0,3.0,2,no,1.0,2.0,
1835,1835,"['', 'Paul Burgess']","""well below every major competitor""",2,Germany,26th March 2017,,Business Class,Frankfurt to Hong Kong via London,March 2017,Business,2.0,4.0,2.0,2,no,1.0,1.0,1.0
1836,1836,"['', 'Kathleen Kirby']","""crew to be friendly and attentive""",10,United Kingdom,26th March 2017,Boeing 777,Premium Economy,London to Nairobi,February 2017,Couple Leisure,4.0,5.0,4.0,4,yes,4.0,,
1837,1837,"['', '27 reviews', '', '', '', 'C Clarke']","""second rate budget airline""",3,United Kingdom,25th March 2017,A319,Economy Class,London Heathrow to Edinburgh,March 2017,Business,2.0,5.0,2.0,1,no,,,
1838,1838,"['', 'Mike Palmer']","""worst short haul flight ever""",4,Canada,24th March 2017,Boeing 777,Business Class,Toronto to Berlin via London,March 2017,Couple Leisure,1.0,4.0,3.0,1,no,2.0,2.0,
1839,1839,"['', '1 reviews', '', '', '', 'S Lepinski']","""my last time to book with them""",1,United Kingdom,24th March 2017,,Economy Class,London to Istanbul,March 2017,Solo Leisure,,,,1,no,,,
1840,1840,"['', 'B Andrews']","""how much of a budget are they on now?""",3,United Kingdom,23rd March 2017,Boeing 787-9,Economy Class,London Heathrow to Dubai,March 2017,Couple Leisure,4.0,1.0,4.0,1,no,1.0,3.0,4.0
1841,1841,"['', 'David Taylor ']","""seats are narrow""",5,United Kingdom,22nd March 2017,Boeing 747-400,Economy Class,London Heathrow to Johannesburg,March 2017,Solo Leisure,1.0,3.0,3.0,2,no,3.0,3.0,
1842,1842,"['', 'C Leventis']","""never use British Airways again""",1,Canada,22nd March 2017,,Economy Class,Montreal to Athens via Heathrow,January 2017,Solo Leisure,1.0,1.0,1.0,1,no,1.0,,
1843,1843,"['', 'R Tompkins']","""just about ok for value for money""",6,United Kingdom,21st March 2017,A320,Business Class,London Heathrow to Innsbruck,March 2017,Solo Leisure,1.0,4.0,2.0,3,yes,3.0,,
1844,1844,"['', 'Robin Ingleton']","""disgusted, what a rip off""",1,United Kingdom,21st March 2017,A320,Business Class,London Heathrow to Dublin,March 2017,Business,1.0,3.0,3.0,1,no,3.0,,
1845,1845,"['', 'Maz Syed']","""not be flying BA again""",3,United Kingdom,20th March 2017,,Economy Class,London to Dublin,March 2017,Business,2.0,2.0,2.0,1,no,1.0,,
1846,1846,"['', 'Robert Crawford']","""budget experience at premium price""",3,United Kingdom,20th March 2017,Boeing 777,Economy Class,London to Barbados,March 2017,Couple Leisure,3.0,3.0,3.0,2,no,1.0,2.0,
1847,1847,"['', '2 reviews', '', '', '', 'C Vernon']","""Tired old aircraft""",5,United Kingdom,20th March 2017,Boeing 777,Economy Class,London Heathrow to Bangkok,February 2017,Solo Leisure,3.0,2.0,4.0,3,no,4.0,1.0,1.0
1848,1848,"['', 'W Cole']","""here is where the ""value"" ends""",4,United Kingdom,17th March 2017,Boeing 777-300,Economy Class,Beijing to London,February 2017,Solo Leisure,4.0,3.0,4.0,3,no,2.0,2.0,
1849,1849,"['', 'Ron Baker']","""not what one expects from Business Class""",2,United Kingdom,17th March 2017,A319,Business Class,LHR to GVA,March 2017,Couple Leisure,2.0,4.0,2.0,2,no,4.0,,
1850,1850,"['', 'S Trickett']","""Air Canada next time""",1,Canada,16th March 2017,,Economy Class,Montreal to London Heathrow,March 2017,Couple Leisure,3.0,2.0,1.0,1,no,1.0,2.0,2.0
1851,1851,"['', 'T Sahlen']","""Will switch to Lufthansa""",4,Sweden,16th March 2017,Boeing 747-400 / 777-200,Economy Class,GOT to SFO/PHX via LHR,March 2017,Family Leisure,4.0,3.0,3.0,2,no,1.0,1.0,
1852,1852,"['', 'T Madson']","""delayed 1 hour due to no cleaners""",3,United Kingdom,16th March 2017,Boeing 777,Business Class,Gatwick to Mauritius,March 2017,Couple Leisure,3.0,4.0,1.0,3,no,3.0,3.0,
1853,1853,"['', 'Owen Griffiths']","""an excellent flight""",9,United Kingdom,16th March 2017,Boeing 747-400,Business Class,San Diego to London,March 2017,Couple Leisure,4.0,5.0,4.0,4,yes,4.0,4.0,
1854,1854,"['', 'A Browne']","""so disappointed with the service""",3,United Kingdom,14th March 2017,,Economy Class,London Heathrow to Dubai,February 2017,Couple Leisure,3.0,2.0,4.0,1,no,1.0,4.0,
1855,1855,"['', 'Ian Sinclair']","""tired, worn interior""",4,Netherlands,13th March 2017,Boeing 777,Business Class,Amsterdam to St Lucia via Gatwick,February 2017,Business,2.0,3.0,5.0,1,no,2.0,2.0,
1856,1856,"['', 'B Carr']","""now charge for food and drink""",2,France,13th March 2017,A321,Economy Class,London to Toulouse,March 2017,Solo Leisure,2.0,1.0,2.0,1,no,1.0,,
